train_model,test_model,features,fpr,tpr,AUC
XGB,XGB,68,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,69,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,69,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,69,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,69,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,69,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,70,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,70,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,70,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,70,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,70,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,71,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,71,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,71,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,71,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,71,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,72,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,72,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,72,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,72,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,72,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,73,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,73,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,73,[0.         0.17647059 1.        ],[0.         0.99253731 1.        ],0.9080333625987708
XGB,RF,73,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,73,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,74,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,74,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,74,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,74,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,74,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,75,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,75,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,75,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,75,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,75,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,76,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,76,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,76,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,76,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,76,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,77,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,77,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,77,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,77,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,77,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,78,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,78,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,78,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,78,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,78,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,79,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,79,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,79,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,79,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,79,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,80,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,80,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,80,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,80,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,80,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,81,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,81,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,81,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,81,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,81,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,82,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,82,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,82,[0.         0.17647059 1.        ],[0.         0.99253731 1.        ],0.9080333625987708
XGB,RF,82,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,82,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,83,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,83,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,83,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,83,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,83,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,84,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,84,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,84,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,84,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,84,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,85,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,85,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,85,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,85,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,85,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,86,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,86,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,86,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,86,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,86,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,87,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,87,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,87,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,87,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,87,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,88,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,88,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,88,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,88,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,88,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,89,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,89,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,89,[0.         0.17647059 1.        ],[0.         0.98507463 1.        ],0.9043020193151887
XGB,RF,89,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,89,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,90,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,90,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,90,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,90,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,90,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,91,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,91,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,91,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,91,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,91,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,92,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,92,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,92,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,92,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,92,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,93,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,93,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,93,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,93,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,93,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,94,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,94,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,94,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,94,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,94,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,95,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,95,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,95,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,95,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,95,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,96,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,96,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,96,[0.         0.11764706 1.        ],[0.         0.98507463 1.        ],0.9337137840210711
XGB,RF,96,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,96,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,97,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,97,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,97,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,97,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,97,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,98,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,98,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,98,[0.         0.11764706 1.        ],[0.         0.98507463 1.        ],0.9337137840210711
XGB,RF,98,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,98,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,99,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,99,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,99,[0.         0.11764706 1.        ],[0.         0.97761194 1.        ],0.929982440737489
XGB,RF,99,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,99,[0. 0. 1.],[0. 1. 1.],1.0
